0.000	0.000
21.600	0.000
22.100	0.029
22.631	0.087
23.102	0.203
23.780	0.474
24.753	0.939
25.519	1.403
26.432	1.974
27.110	2.410
27.611	2.652
28.289	2.816
29.055	2.894
30.646	2.981
32.002	3.000
33.858	3.000
36.215	2.981
38.042	2.961
40.989	2.942
42.875	2.952
47.442	2.942
50.772	2.952
53.807	2.961
55.428	2.961
56.518	2.971
57.579	2.961
58.817	2.903
60.290	2.797
61.852	2.497
63.237	2.158
65.417	1.481
66.832	1.074
68.335	0.629
69.690	0.232
70.545	0.106
71.281	0.058
71.959	0.019
73.138	0.000
74.464	0.000
78.000	0.000
